
Начало измерений 13:53:03 15.01.2024

Канал №1 - Напряжение фазы А, В
Канал №2 - Напряжение фазы В, В
Канал №3 - Напряжение фазы С, В
Канал №4 - Ток фазы А, В
Канал №5 - Ток фазы В, В
Канал №6 - Ток фазы С, В
Канал №7 - Частота вращения, рад/с
Канал №8 - Момент на валу, Н*м
Канал №9 - Момент Мс, Н*м

Время;Канал №1;Канал №2;Канал №3;Канал №4;Канал №5;Канал №6;Канал №7;Канал №8;Канал №9;
0.032;219.91;219.91;219.91;23.0354;23.0354;23.0354;48.2479;19.6139;5;
0.064;219.91;219.91;219.91;13.9357;13.9357;13.9357;128.199;27.2466;5;
0.096;219.91;219.91;219.91;4.9999;4.9999;4.9999;156.354;-3.33934;5;
0.128;219.91;219.91;219.91;3.76202;3.76202;3.76202;156.975;6.82901;5;
0.16;219.91;219.91;219.91;3.4292;3.4292;3.4292;153.861;6.16061;5;
0.192;219.91;219.91;219.91;3.40444;3.40444;3.40444;154.711;4.35884;5;
0.224;219.91;219.91;219.91;3.44421;3.44421;3.44421;155.074;4.95265;5;
0.256;219.91;219.91;219.91;3.43357;3.43357;3.43357;154.82;5.13256;5;
0.288;219.91;219.91;219.91;3.42773;3.42773;3.42773;154.819;4.97379;5;
0.32;219.91;219.91;219.91;3.43119;3.43119;3.43119;154.867;4.98216;5;
0.352;219.91;219.91;219.91;3.43132;3.43132;3.43132;154.854;5.00962;5;
0.384;219.91;219.91;219.91;3.43064;3.43064;3.43064;154.849;5.00079;5;
0.416;219.91;219.91;219.91;3.43079;3.43079;3.43079;154.853;4.99799;5;
0.448;219.91;219.91;219.91;3.43088;3.43088;3.43088;154.853;5.00038;5;
0.48;219.91;219.91;219.91;3.43083;3.43083;3.43083;154.852;5.00027;5;
0.512;219.91;219.91;219.91;3.43082;3.43082;3.43082;154.852;4.99986;5;
0.544;219.91;219.91;219.91;3.43084;3.43084;3.43084;154.852;4.99999;5;
0.576;219.91;219.91;219.91;3.43083;3.43083;3.43083;154.852;5.00003;5;
0.608;219.91;219.91;219.91;3.43083;3.43083;3.43083;154.852;4.99999;5;
0.64;219.91;219.91;219.91;3.43083;3.43083;3.43083;154.852;5;5;
0.672;219.91;219.91;219.91;3.43083;3.43083;3.43083;154.852;5;5;
0.704;219.91;219.91;219.91;3.43083;3.43083;3.43083;154.852;5;5;
0.736;219.91;219.91;219.91;3.43083;3.43083;3.43083;154.852;5;5;
0.768;219.91;219.91;219.91;3.43083;3.43083;3.43083;154.852;5;5;
